month,state,permit,handgun,long_gun,other,Total Sales,Year,Month
2023-09,Alabama,10342,15421,12848,1156,29425,2023,Sep
2023-09,Alaska,188,2429,2543,262,5234,2023,Sep
2023-09,Arizona,9113,14398,8239,1575,24212,2023,Sep
2023-09,Arkansas,2139,5645,6108,437,12190,2023,Sep
2023-09,California,28611,33792,20548,4295,58635,2023,Sep
2023-09,Colorado,7012,16429,12217,1475,30121,2023,Sep
2023-09,Connecticut,6120,4723,1797,350,6870,2023,Sep
2023-09,Delaware,177,1608,1039,76,2723,2023,Sep
2023-09,District of Columbia,674,202,15,0,217,2023,Sep
2023-09,Florida,8399,51223,20945,4528,76696,2023,Sep
2023-09,Georgia,10171,14264,9395,930,24589,2023,Sep
2023-09,Guam,0,140,77,13,230,2023,Sep
2023-09,Hawaii,1685,0,0,0,0,2023,Sep
2023-09,Idaho,3325,4475,5422,451,10348,2023,Sep
2023-09,Illinois,191538,19675,10357,786,30818,2023,Sep
2023-09,Indiana,366,16104,11963,1480,29547,2023,Sep
2023-09,Iowa,3030,2027,2936,123,5086,2023,Sep
2023-09,Kansas,1572,4738,5289,627,10654,2023,Sep
2023-09,Kentucky,509,8369,7610,472,16451,2023,Sep
2023-09,Louisiana,1586,9390,10164,746,20300,2023,Sep
2023-09,Maine,317,3096,4646,303,8045,2023,Sep
2023-09,Mariana Islands,0,6,9,0,15,2023,Sep
2023-09,Maryland,8624,6291,5594,105,11990,2023,Sep
2023-09,Massachusetts,7758,4306,2586,1066,7958,2023,Sep
2023-09,Michigan,15744,16471,16313,1647,34431,2023,Sep
2023-09,Minnesota,10882,8341,14133,827,23301,2023,Sep
2023-09,Mississippi,2375,6519,6247,402,13168,2023,Sep
2023-09,Missouri,923,15275,14310,1627,31212,2023,Sep
2023-09,Montana,873,3871,5447,334,9652,2023,Sep
2023-09,Nebraska,3634,112,1625,17,1754,2023,Sep
2023-09,Nevada,2282,3967,2074,327,6368,2023,Sep
2023-09,New Hampshire,1021,4966,3106,443,8515,2023,Sep
2023-09,New Jersey,0,6157,3372,835,10364,2023,Sep
2023-09,New Mexico,1317,5733,3873,503,10109,2023,Sep
2023-09,New York,3555,10511,14257,1318,26086,2023,Sep
2023-09,North Carolina,10456,20144,11064,1167,32375,2023,Sep
2023-09,North Dakota,383,1508,3088,122,4718,2023,Sep
2023-09,Ohio,6841,18621,14068,1400,34089,2023,Sep
2023-09,Oklahoma,2833,9595,8238,1155,18988,2023,Sep
2023-09,Oregon,4884,11690,9902,1684,23276,2023,Sep
2023-09,Pennsylvania,25921,35055,19948,26,55029,2023,Sep
2023-09,Puerto Rico,0,3458,332,41,3831,2023,Sep
2023-09,Rhode Island,0,923,536,77,1536,2023,Sep
2023-09,South Carolina,8671,8332,6338,820,15490,2023,Sep
2023-09,South Dakota,776,1512,3308,117,4937,2023,Sep
2023-09,Tennessee,4569,22481,15142,1597,39220,2023,Sep
2023-09,Texas,23479,46450,35984,3761,86195,2023,Sep
2023-09,Utah,9019,3894,4299,664,8857,2023,Sep
2023-09,Vermont,0,1212,1690,96,2998,2023,Sep
2023-09,Virgin Islands,111,42,2,0,44,2023,Sep
2023-09,Virginia,376,20489,14552,3110,38151,2023,Sep
2023-09,Washington,12090,13141,8428,1011,22580,2023,Sep
2023-09,West Virginia,1794,4020,5183,252,9455,2023,Sep
2023-09,Wisconsin,11408,12987,14352,847,28186,2023,Sep
2023-09,Wyoming,504,1902,2393,167,4462,2023,Sep
2023-08,Alabama,10514,16323,12014,1243,29580,2023,Aug
2023-08,Alaska,229,2567,2677,287,5531,2023,Aug
2023-08,Arizona,12938,14352,7957,1594,23903,2023,Aug
2023-08,Arkansas,3022,5821,5335,469,11625,2023,Aug
2023-08,California,33355,32817,22053,4091,58961,2023,Aug
2023-08,Colorado,7833,16006,10591,1453,28050,2023,Aug
2023-08,Connecticut,7643,4681,1728,265,6674,2023,Aug
2023-08,Delaware,431,1558,1000,93,2651,2023,Aug
2023-08,District of Columbia,921,239,8,1,248,2023,Aug
2023-08,Florida,8781,55034,19438,5008,79480,2023,Aug
2023-08,Georgia,11824,14968,8637,999,24604,2023,Aug
2023-08,Guam,0,196,92,20,308,2023,Aug
2023-08,Hawaii,1752,0,0,0,0,2023,Aug
2023-08,Idaho,6277,4449,4600,543,9592,2023,Aug
2023-08,Illinois,206445,20241,10349,811,31401,2023,Aug
2023-08,Indiana,407,16646,10978,1549,29173,2023,Aug
2023-08,Iowa,3351,1976,2421,174,4571,2023,Aug
2023-08,Kansas,2426,5147,4824,601,10572,2023,Aug
2023-08,Kentucky,636,8475,7034,552,16061,2023,Aug
2023-08,Louisiana,2060,8956,7249,774,16979,2023,Aug
2023-08,Maine,428,3111,3538,292,6941,2023,Aug
2023-08,Mariana Islands,0,20,13,1,34,2023,Aug
2023-08,Maryland,8738,8144,4771,108,13023,2023,Aug
2023-08,Massachusetts,9228,4913,2844,1240,8997,2023,Aug
2023-08,Michigan,17157,16899,13482,1661,32042,2023,Aug
2023-08,Minnesota,11427,8375,10778,856,20009,2023,Aug
2023-08,Mississippi,1840,8406,7693,490,16589,2023,Aug
2023-08,Missouri,942,16188,13538,1729,31455,2023,Aug
2023-08,Montana,884,4109,4341,308,8758,2023,Aug
2023-08,Nebraska,3655,108,1466,15,1589,2023,Aug
2023-08,Nevada,3333,4365,2014,364,6743,2023,Aug
2023-08,New Hampshire,1511,4885,2878,441,8204,2023,Aug
2023-08,New Jersey,0,6360,3102,869,10331,2023,Aug
2023-08,New Mexico,827,5602,3547,619,9768,2023,Aug
2023-08,New York,4513,10576,11456,1003,23035,2023,Aug
2023-08,North Carolina,13410,21623,10674,1307,33604,2023,Aug
2023-08,North Dakota,450,1614,2506,144,4264,2023,Aug
2023-08,Ohio,8426,18488,12634,1424,32546,2023,Aug
2023-08,Oklahoma,3494,9803,7584,1177,18564,2023,Aug
2023-08,Oregon,5482,11431,8386,1592,21409,2023,Aug
2023-08,Pennsylvania,29383,35397,18299,28,53724,2023,Aug
2023-08,Puerto Rico,0,3826,378,45,4249,2023,Aug
2023-08,Rhode Island,0,919,599,80,1598,2023,Aug
2023-08,South Carolina,7645,8554,5515,942,15011,2023,Aug
2023-08,South Dakota,888,1633,2517,130,4280,2023,Aug
2023-08,Tennessee,8783,23835,15229,1630,40694,2023,Aug
2023-08,Texas,27901,47559,30913,3810,82282,2023,Aug
2023-08,Utah,15488,3930,3634,672,8236,2023,Aug
2023-08,Vermont,0,1189,1467,79,2735,2023,Aug
2023-08,Virgin Islands,151,35,7,0,42,2023,Aug
2023-08,Virginia,238,20538,13005,3167,36710,2023,Aug
2023-08,Washington,13118,13987,7348,987,22322,2023,Aug
2023-08,West Virginia,2278,4078,4451,273,8802,2023,Aug
2023-08,Wisconsin,12462,12464,12008,830,25302,2023,Aug
2023-08,Wyoming,607,1980,2008,177,4165,2023,Aug
2023-07,Alabama,10197,15324,9081,1285,25690,2023,Jul
2023-07,Alaska,147,2644,2149,280,5073,2023,Jul
2023-07,Arizona,9910,14812,6957,1568,23337,2023,Jul
2023-07,Arkansas,2912,5552,4050,433,10035,2023,Jul
2023-07,California,30393,30198,18567,3953,52718,2023,Jul
2023-07,Colorado,8015,15430,9647,1422,26499,2023,Jul
2023-07,Connecticut,6320,4347,1494,379,6220,2023,Jul
2023-07,Delaware,691,1740,772,83,2595,2023,Jul
2023-07,District of Columbia,739,237,9,1,247,2023,Jul
2023-07,Florida,8746,59086,18577,4796,82459,2023,Jul
2023-07,Georgia,10499,14937,6725,957,22619,2023,Jul
2023-07,Guam,0,175,89,13,277,2023,Jul
2023-07,Hawaii,1337,0,0,0,0,2023,Jul
2023-07,Idaho,8265,4265,3941,537,8743,2023,Jul
2023-07,Illinois,199545,19386,8274,767,28427,2023,Jul
2023-07,Indiana,376,16217,9321,1450,26988,2023,Jul
2023-07,Iowa,2740,2015,1978,159,4152,2023,Jul
2023-07,Kansas,1818,5207,4166,603,9976,2023,Jul
2023-07,Kentucky,617,8219,5806,577,14602,2023,Jul
2023-07,Louisiana,1761,8535,5199,763,14497,2023,Jul
2023-07,Maine,310,3053,2934,269,6256,2023,Jul
2023-07,Mariana Islands,0,21,12,0,33,2023,Jul
2023-07,Maryland,7349,7961,4451,101,12513,2023,Jul
2023-07,Massachusetts,9140,3957,2284,1367,7608,2023,Jul
2023-07,Michigan,14926,16571,11322,1652,29545,2023,Jul
2023-07,Minnesota,9727,7819,7476,922,16217,2023,Jul
2023-07,Mississippi,1775,6673,4000,407,11080,2023,Jul
2023-07,Missouri,800,15409,10686,1687,27782,2023,Jul
2023-07,Montana,807,3803,3546,320,7669,2023,Jul
2023-07,Nebraska,3435,115,1151,13,1279,2023,Jul
2023-07,Nevada,3545,4118,1815,341,6274,2023,Jul
2023-07,New Hampshire,1130,4771,2525,514,7810,2023,Jul
2023-07,New Jersey,0,6752,3117,903,10772,2023,Jul
2023-07,New Mexico,746,5751,3425,554,9730,2023,Jul
2023-07,New York,5522,8486,8163,733,17382,2023,Jul
2023-07,North Carolina,13623,21984,8739,1316,32039,2023,Jul
2023-07,North Dakota,388,1454,1971,131,3556,2023,Jul
2023-07,Ohio,8477,18760,11771,1472,32003,2023,Jul
2023-07,Oklahoma,3077,9653,6393,1099,17145,2023,Jul
2023-07,Oregon,5054,11041,7676,1462,20179,2023,Jul
2023-07,Pennsylvania,26303,33320,15865,19,49204,2023,Jul
2023-07,Puerto Rico,0,3583,314,50,3947,2023,Jul
2023-07,Rhode Island,0,869,516,86,1471,2023,Jul
2023-07,South Carolina,9198,8471,4497,1036,14004,2023,Jul
2023-07,South Dakota,821,1424,1925,123,3472,2023,Jul
2023-07,Tennessee,12047,23702,12849,1494,38045,2023,Jul
2023-07,Texas,22511,47650,23317,3888,74855,2023,Jul
2023-07,Utah,11849,3925,3474,586,7985,2023,Jul
2023-07,Vermont,0,1041,1078,90,2209,2023,Jul
2023-07,Virgin Islands,389,25,8,1,34,2023,Jul
2023-07,Virginia,310,20735,11824,3133,35692,2023,Jul
2023-07,Washington,11898,12617,6268,905,19790,2023,Jul
2023-07,West Virginia,2170,4011,3927,286,8224,2023,Jul
2023-07,Wisconsin,11508,12231,9075,860,22166,2023,Jul
2023-07,Wyoming,471,1867,1655,148,3670,2023,Jul
2023-06,Alabama,10198,16880,10167,1216,28263,2023,Jun
2023-06,Alaska,238,2961,2270,275,5506,2023,Jun
2023-06,Arizona,10944,16544,7951,1675,26170,2023,Jun
2023-06,Arkansas,4128,6035,4039,466,10540,2023,Jun
2023-06,California,28968,33746,21016,4539,59301,2023,Jun
2023-06,Colorado,8170,16583,10450,1482,28515,2023,Jun
2023-06,Connecticut,8461,5038,1912,2753,9703,2023,Jun
2023-06,Delaware,1151,2004,792,91,2887,2023,Jun
2023-06,District of Columbia,1003,271,6,0,277,2023,Jun
2023-06,Florida,11470,58766,20981,4863,84610,2023,Jun
2023-06,Georgia,10906,16292,7548,932,24772,2023,Jun
2023-06,Guam,0,155,84,5,244,2023,Jun
2023-06,Hawaii,1793,0,0,0,0,2023,Jun
2023-06,Idaho,8552,5006,4368,520,9894,2023,Jun
2023-06,Illinois,243305,19399,7913,761,28073,2023,Jun
2023-06,Indiana,374,17712,9939,1512,29163,2023,Jun
2023-06,Iowa,3162,2051,1987,138,4176,2023,Jun
2023-06,Kansas,1995,5275,3913,576,9764,2023,Jun
2023-06,Kentucky,743,9015,6134,502,15651,2023,Jun
2023-06,Louisiana,1928,9389,5236,729,15354,2023,Jun
2023-06,Maine,403,3253,3112,261,6626,2023,Jun
2023-06,Mariana Islands,0,19,10,0,29,2023,Jun
2023-06,Maryland,7787,8844,4725,110,13679,2023,Jun
2023-06,Massachusetts,7878,4408,2335,1170,7913,2023,Jun
2023-06,Michigan,16807,17696,12108,1626,31430,2023,Jun
2023-06,Minnesota,10966,8093,7179,868,16140,2023,Jun
2023-06,Mississippi,2306,7655,4253,421,12329,2023,Jun
2023-06,Missouri,706,16411,11306,1587,29304,2023,Jun
2023-06,Montana,863,3876,3735,301,7912,2023,Jun
2023-06,Nebraska,3697,131,1241,19,1391,2023,Jun
2023-06,Nevada,2073,4703,2261,357,7321,2023,Jun
2023-06,New Hampshire,1083,5031,2680,453,8164,2023,Jun
2023-06,New Jersey,0,7530,3387,863,11780,2023,Jun
2023-06,New Mexico,988,6405,3704,581,10690,2023,Jun
2023-06,New York,5227,9824,9391,905,20120,2023,Jun
2023-06,North Carolina,16139,25982,9799,1266,37047,2023,Jun
2023-06,North Dakota,534,1489,2046,118,3653,2023,Jun
2023-06,Ohio,9214,18799,11658,1258,31715,2023,Jun
2023-06,Oklahoma,3737,10384,6425,1152,17961,2023,Jun
2023-06,Oregon,5455,13917,10485,1841,26243,2023,Jun
2023-06,Pennsylvania,28640,36449,18162,12,54623,2023,Jun
2023-06,Puerto Rico,0,4567,384,67,5018,2023,Jun
2023-06,Rhode Island,0,1008,566,90,1664,2023,Jun
2023-06,South Carolina,10458,9746,5128,953,15827,2023,Jun
2023-06,South Dakota,821,1563,1988,139,3690,2023,Jun
2023-06,Tennessee,12014,24651,13369,1591,39611,2023,Jun
2023-06,Texas,28900,51381,24918,3800,80099,2023,Jun
2023-06,Utah,15031,5814,5054,797,11665,2023,Jun
2023-06,Vermont,0,1498,1405,96,2999,2023,Jun
2023-06,Virgin Islands,49,43,2,0,45,2023,Jun
2023-06,Virginia,260,21984,12563,3363,37910,2023,Jun
2023-06,Washington,12822,14134,7229,924,22287,2023,Jun
2023-06,West Virginia,2272,4369,4232,262,8863,2023,Jun
2023-06,Wisconsin,11491,13776,9343,907,24026,2023,Jun
2023-06,Wyoming,537,2039,1842,149,4030,2023,Jun
2023-05,Alabama,10733,17565,9949,1179,28693,2023,May
2023-05,Alaska,185,3115,2346,294,5755,2023,May
2023-05,Arizona,11852,16609,8057,1550,26216,2023,May
2023-05,Arkansas,2697,6456,4327,405,11188,2023,May
2023-05,California,25144,34421,21695,4841,60957,2023,May
2023-05,Colorado,9246,18190,11014,1574,30778,2023,May
2023-05,Connecticut,7292,4991,1776,1779,8546,2023,May
2023-05,Delaware,984,2470,778,87,3335,2023,May
2023-05,District of Columbia,895,355,5,0,360,2023,May
2023-05,Florida,12457,61383,21861,4709,87953,2023,May
2023-05,Georgia,13018,17312,7429,857,25598,2023,May
2023-05,Guam,0,113,64,13,190,2023,May
2023-05,Hawaii,2282,0,0,0,0,2023,May
2023-05,Idaho,7179,5047,4681,590,10318,2023,May
2023-05,Illinois,341541,23805,11014,1103,35922,2023,May
2023-05,Indiana,398,18327,10110,1464,29901,2023,May
2023-05,Iowa,3861,2236,1939,136,4311,2023,May
2023-05,Kansas,2034,5434,3993,535,9962,2023,May
2023-05,Kentucky,790,9498,6426,502,16426,2023,May
2023-05,Louisiana,2291,10189,5502,681,16372,2023,May
2023-05,Maine,482,3398,3030,273,6701,2023,May
2023-05,Mariana Islands,0,17,6,0,23,2023,May
2023-05,Maryland,8767,11070,5267,109,16446,2023,May
2023-05,Massachusetts,8918,4567,2330,1095,7992,2023,May
2023-05,Michigan,18254,18504,12622,1673,32799,2023,May
2023-05,Minnesota,15261,9207,8339,913,18459,2023,May
2023-05,Mississippi,2849,7790,4296,375,12461,2023,May
2023-05,Missouri,797,17012,11619,1610,30241,2023,May
2023-05,Montana,973,4235,4011,314,8560,2023,May
2023-05,Nebraska,4949,158,1205,19,1382,2023,May
2023-05,Nevada,3576,4890,2324,352,7566,2023,May
2023-05,New Hampshire,1122,5556,2861,388,8805,2023,May
2023-05,New Jersey,0,8319,3667,1021,13007,2023,May
2023-05,New Mexico,1357,6492,3980,574,11046,2023,May
2023-05,New York,5867,10007,9564,1007,20578,2023,May
2023-05,North Carolina,18244,30437,10045,1315,41797,2023,May
2023-05,North Dakota,784,1602,2142,125,3869,2023,May
2023-05,Ohio,9365,20161,11643,1319,33123,2023,May
2023-05,Oklahoma,3347,11097,7021,1109,19227,2023,May
2023-05,Oregon,5986,19095,15002,2558,36655,2023,May
2023-05,Pennsylvania,31735,37238,17503,23,54764,2023,May
2023-05,Puerto Rico,0,4803,373,44,5220,2023,May
2023-05,Rhode Island,0,976,610,117,1703,2023,May
2023-05,South Carolina,9849,10051,5112,856,16019,2023,May
2023-05,South Dakota,887,1683,2009,143,3835,2023,May
2023-05,Tennessee,13188,25911,13591,1592,41094,2023,May
2023-05,Texas,23734,58444,27280,3780,89504,2023,May
2023-05,Utah,18502,4930,4030,731,9691,2023,May
2023-05,Vermont,0,1429,1407,85,2921,2023,May
2023-05,Virgin Islands,74,37,2,1,40,2023,May
2023-05,Virginia,289,22469,12389,3212,38070,2023,May
2023-05,Washington,16877,16683,8441,1011,26135,2023,May
2023-05,West Virginia,2500,4709,4671,243,9623,2023,May
2023-05,Wisconsin,11254,15866,10353,877,27096,2023,May
2023-05,Wyoming,546,2165,2024,165,4354,2023,May
2023-04,Alabama,9948,18898,11836,1172,31906,2023,Apr
2023-04,Alaska,217,3390,2743,327,6460,2023,Apr
2023-04,Arizona,11311,18141,9179,1603,28923,2023,Apr
2023-04,Arkansas,3076,6947,5295,427,12669,2023,Apr
2023-04,California,24760,35813,23385,5158,64356,2023,Apr
2023-04,Colorado,9217,20159,13616,2038,35813,2023,Apr
2023-04,Connecticut,7428,5971,1919,1023,8913,2023,Apr
2023-04,Delaware,1113,2270,899,99,3268,2023,Apr
2023-04,District of Columbia,846,394,9,1,404,2023,Apr
2023-04,Florida,15760,69152,24519,4616,98287,2023,Apr
2023-04,Georgia,12933,18162,8498,882,27542,2023,Apr
2023-04,Guam,0,142,80,16,238,2023,Apr
2023-04,Hawaii,1912,0,0,0,0,2023,Apr
2023-04,Idaho,11989,5796,5703,619,12118,2023,Apr
2023-04,Illinois,397601,27184,11406,1364,39954,2023,Apr
2023-04,Indiana,412,20732,12656,1670,35058,2023,Apr
2023-04,Iowa,4984,2867,2720,161,5748,2023,Apr
2023-04,Kansas,1898,6260,4871,622,11753,2023,Apr
2023-04,Kentucky,735,10210,8238,646,19094,2023,Apr
2023-04,Louisiana,6444,10749,5961,800,17510,2023,Apr
2023-04,Maine,530,3975,3884,332,8191,2023,Apr
2023-04,Mariana Islands,0,19,7,0,26,2023,Apr
2023-04,Maryland,11002,10756,5927,128,16811,2023,Apr
2023-04,Massachusetts,9026,5099,2854,1415,9368,2023,Apr
2023-04,Michigan,17952,22895,17266,2059,42220,2023,Apr
2023-04,Minnesota,16661,12619,13620,1143,27382,2023,Apr
2023-04,Mississippi,2848,8473,5084,374,13931,2023,Apr
2023-04,Missouri,808,17821,13932,1600,33353,2023,Apr
2023-04,Montana,1206,4677,4987,371,10035,2023,Apr
2023-04,Nebraska,4929,174,1592,22,1788,2023,Apr
2023-04,Nevada,4123,5193,2525,369,8087,2023,Apr
2023-04,New Hampshire,1206,6140,3556,455,10151,2023,Apr
2023-04,New Jersey,0,8404,3677,982,13063,2023,Apr
2023-04,New Mexico,779,6711,4144,569,11424,2023,Apr
2023-04,New York,5224,11156,12438,1366,24960,2023,Apr
2023-04,North Carolina,18825,46040,11984,1388,59412,2023,Apr
2023-04,North Dakota,575,2115,3021,163,5299,2023,Apr
2023-04,Ohio,9427,23293,15181,1549,40023,2023,Apr
2023-04,Oklahoma,3207,12767,8668,1360,22795,2023,Apr
2023-04,Oregon,6361,26529,16392,301,43222,2023,Apr
2023-04,Pennsylvania,31299,43869,21576,47,65492,2023,Apr
2023-04,Puerto Rico,0,4396,382,40,4818,2023,Apr
2023-04,Rhode Island,0,1176,736,148,2060,2023,Apr
2023-04,South Carolina,6034,10395,5517,737,16649,2023,Apr
2023-04,South Dakota,980,2093,2740,191,5024,2023,Apr
2023-04,Tennessee,16198,27862,16636,1935,46433,2023,Apr
2023-04,Texas,25622,56795,28584,4022,89401,2023,Apr
2023-04,Utah,15136,5118,4380,757,10255,2023,Apr
2023-04,Vermont,0,1708,1881,105,3694,2023,Apr
2023-04,Virgin Islands,27,20,5,0,25,2023,Apr
2023-04,Virginia,427,25421,15125,3368,43914,2023,Apr
2023-04,Washington,15817,23767,19992,24063,67822,2023,Apr
2023-04,West Virginia,2690,4945,5480,272,10697,2023,Apr
2023-04,Wisconsin,14239,19668,15193,1093,35954,2023,Apr
2023-04,Wyoming,519,2275,2214,193,4682,2023,Apr
2023-03,Alabama,14315,23132,15158,1314,39604,2023,Mar
2023-03,Alaska,354,3295,2610,397,6302,2023,Mar
2023-03,Arizona,12965,20940,10397,1772,33109,2023,Mar
2023-03,Arkansas,4460,8827,6436,573,15836,2023,Mar
2023-03,California,25878,40714,26473,5455,72642,2023,Mar
2023-03,Colorado,11466,24432,15658,2504,42594,2023,Mar
2023-03,Connecticut,9850,7098,2405,1076,10579,2023,Mar
2023-03,Delaware,533,2596,1160,94,3850,2023,Mar
2023-03,District of Columbia,1101,412,20,1,433,2023,Mar
2023-03,Florida,22358,65213,25801,4828,95842,2023,Mar
2023-03,Georgia,16978,22752,10535,1068,34355,2023,Mar
2023-03,Guam,0,133,107,21,261,2023,Mar
2023-03,Hawaii,2307,0,0,0,0,2023,Mar
2023-03,Idaho,7853,6539,5830,724,13093,2023,Mar
2023-03,Illinois,449383,34238,14033,1661,49932,2023,Mar
2023-03,Indiana,462,26541,14706,2078,43325,2023,Mar
2023-03,Iowa,7412,3578,3699,227,7504,2023,Mar
2023-03,Kansas,777,7705,6440,790,14935,2023,Mar
2023-03,Kentucky,859,12713,9877,725,23315,2023,Mar
2023-03,Louisiana,2514,13598,7006,816,21420,2023,Mar
2023-03,Maine,646,4753,4071,407,9231,2023,Mar
2023-03,Mariana Islands,0,6,8,0,14,2023,Mar
2023-03,Maryland,16265,13403,6825,159,20387,2023,Mar
2023-03,Massachusetts,9986,6309,3486,1651,11446,2023,Mar
2023-03,Michigan,22414,29457,20434,2576,52467,2023,Mar
2023-03,Minnesota,18971,13594,13285,1195,28074,2023,Mar
2023-03,Mississippi,3091,10954,6779,495,18228,2023,Mar
2023-03,Missouri,1082,23855,17769,2084,43708,2023,Mar
2023-03,Montana,1252,5511,4888,438,10837,2023,Mar
2023-03,Nebraska,6284,232,1899,28,2159,2023,Mar
2023-03,Nevada,3169,6250,2791,450,9491,2023,Mar
2023-03,New Hampshire,1247,6838,3567,493,10898,2023,Mar
2023-03,New Jersey,0,10810,4653,1098,16561,2023,Mar
2023-03,New Mexico,889,8550,4994,646,14190,2023,Mar
2023-03,New York,6278,13030,13570,1592,28192,2023,Mar
2023-03,North Carolina,37018,10041,13772,1214,25027,2023,Mar
2023-03,North Dakota,512,2456,3123,188,5767,2023,Mar
2023-03,Ohio,10943,29772,17706,2057,49535,2023,Mar
2023-03,Oklahoma,3544,14152,9540,1456,25148,2023,Mar
2023-03,Oregon,7312,32266,17703,0,49969,2023,Mar
2023-03,Pennsylvania,41187,54232,25246,31,79509,2023,Mar
2023-03,Puerto Rico,0,4768,382,60,5210,2023,Mar
2023-03,Rhode Island,0,1299,793,133,2225,2023,Mar
2023-03,South Carolina,8300,13880,6899,871,21650,2023,Mar
2023-03,South Dakota,1089,2611,3330,201,6142,2023,Mar
2023-03,Tennessee,18633,32348,18569,2001,52918,2023,Mar
2023-03,Texas,32277,67368,32194,4370,103932,2023,Mar
2023-03,Utah,18689,6476,5263,835,12574,2023,Mar
2023-03,Vermont,0,2172,1958,153,4283,2023,Mar
2023-03,Virgin Islands,133,43,6,0,49,2023,Mar
2023-03,Virginia,424,28577,16656,3867,49100,2023,Mar
2023-03,Washington,17537,26460,22044,26896,75400,2023,Mar
2023-03,West Virginia,3686,6697,6782,386,13865,2023,Mar
2023-03,Wisconsin,17148,23317,17653,1293,42263,2023,Mar
2023-03,Wyoming,551,2705,2411,230,5346,2023,Mar
2023-02,Alabama,10966,22128,13370,1209,36707,2023,Feb
2023-02,Alaska,167,2607,2025,312,4944,2023,Feb
2023-02,Arizona,8930,18576,8692,1538,28806,2023,Feb
2023-02,Arkansas,1981,7850,6003,469,14322,2023,Feb
2023-02,California,21763,36098,21837,4641,62576,2023,Feb
2023-02,Colorado,8940,19318,11729,1886,32933,2023,Feb
2023-02,Connecticut,8538,5941,1937,997,8875,2023,Feb
2023-02,Delaware,615,2325,1005,90,3420,2023,Feb
2023-02,District of Columbia,885,307,16,2,325,2023,Feb
2023-02,Florida,19584,60511,22852,4587,87950,2023,Feb
2023-02,Georgia,15422,21324,9576,1028,31928,2023,Feb
2023-02,Guam,0,148,69,12,229,2023,Feb
2023-02,Hawaii,1722,0,0,0,0,2023,Feb
2023-02,Idaho,7686,5631,4694,621,10946,2023,Feb
2023-02,Illinois,372638,27357,10907,1103,39367,2023,Feb
2023-02,Indiana,347,24114,12607,1765,38486,2023,Feb
2023-02,Iowa,5950,3022,2825,199,6046,2023,Feb
2023-02,Kansas,839,7396,5821,732,13949,2023,Feb
2023-02,Kentucky,690,12761,8864,662,22287,2023,Feb
2023-02,Louisiana,1674,12585,6683,756,20024,2023,Feb
2023-02,Maine,522,4018,3366,321,7705,2023,Feb
2023-02,Mariana Islands,0,15,5,0,20,2023,Feb
2023-02,Maryland,13140,12686,5806,138,18630,2023,Feb
2023-02,Massachusetts,8895,5596,2764,1417,9777,2023,Feb
2023-02,Michigan,17577,24124,15758,2175,42057,2023,Feb
2023-02,Minnesota,12512,10910,9693,1033,21636,2023,Feb
2023-02,Mississippi,2972,10674,6743,481,17898,2023,Feb
2023-02,Missouri,758,21445,15486,1910,38841,2023,Feb
2023-02,Montana,920,4166,3859,330,8355,2023,Feb
2023-02,Nebraska,4840,223,1771,33,2027,2023,Feb
2023-02,Nevada,2537,5046,2174,362,7582,2023,Feb
2023-02,New Hampshire,989,6241,3109,437,9787,2023,Feb
2023-02,New Jersey,0,8541,3731,936,13208,2023,Feb
2023-02,New Mexico,661,7439,4251,645,12335,2023,Feb
2023-02,New York,5128,10597,10952,1292,22841,2023,Feb
2023-02,North Carolina,33159,1745,12607,1103,15455,2023,Feb
2023-02,North Dakota,609,2174,2472,153,4799,2023,Feb
2023-02,Ohio,8115,28191,15172,1813,45176,2023,Feb
2023-02,Oklahoma,2338,13503,9022,1488,24013,2023,Feb
2023-02,Oregon,6262,24857,12697,0,37554,2023,Feb
2023-02,Pennsylvania,35314,47212,21088,35,68335,2023,Feb
2023-02,Puerto Rico,0,4019,320,47,4386,2023,Feb
2023-02,Rhode Island,0,1164,807,184,2155,2023,Feb
2023-02,South Carolina,7041,13628,6499,770,20897,2023,Feb
2023-02,South Dakota,726,2299,2590,177,5066,2023,Feb
2023-02,Tennessee,17084,31754,16829,1961,50544,2023,Feb
2023-02,Texas,26191,63700,29634,4277,97611,2023,Feb
2023-02,Utah,11362,5255,4086,658,9999,2023,Feb
2023-02,Vermont,0,1861,1822,109,3792,2023,Feb
2023-02,Virgin Islands,82,78,4,0,82,2023,Feb
2023-02,Virginia,327,27299,15238,3617,46154,2023,Feb
2023-02,Washington,16464,17983,12653,7015,37651,2023,Feb
2023-02,West Virginia,2831,6187,5669,319,12175,2023,Feb
2023-02,Wisconsin,17120,19720,12896,1100,33716,2023,Feb
2023-02,Wyoming,435,2103,1861,163,4127,2023,Feb
2023-01,Alabama,13130,20028,13674,1403,35105,2023,Jan
2023-01,Alaska,269,2406,1779,323,4508,2023,Jan
2023-01,Arizona,8875,17744,8275,1763,27782,2023,Jan
2023-01,Arkansas,1944,6484,6290,485,13259,2023,Jan
2023-01,California,21900,35181,21735,4949,61865,2023,Jan
2023-01,Colorado,7464,18373,11230,2031,31634,2023,Jan
2023-01,Connecticut,8334,5842,1922,2514,10278,2023,Jan
2023-01,Delaware,434,2231,1081,86,3398,2023,Jan
2023-01,District of Columbia,960,326,13,0,339,2023,Jan
2023-01,Florida,19460,58648,22950,4883,86481,2023,Jan
2023-01,Georgia,16453,18081,9451,997,28529,2023,Jan
